	TCGA-44-2655	TCGA-44-2657	TCGA-44-2661	TCGA-44-2665	TCGA-44-2668	TCGA-44-3396	TCGA-44-3398	TCGA-44-6144	TCGA-44-6776	TCGA-44-6777	TCGA-44-6778	TCGA-44-7659	TCGA-44-7660	TCGA-44-7661	TCGA-44-7662	TCGA-44-7667	TCGA-44-7669	TCGA-44-7670	TCGA-44-7671	TCGA-44-7672	TCGA-49-6742	TCGA-49-6743	TCGA-49-6744	TCGA-49-6745	TCGA-50-5930	TCGA-50-5932	TCGA-50-5933	TCGA-50-7109	TCGA-55-7283	TCGA-55-7570	TCGA-55-7574	TCGA-55-7576	TCGA-55-7724	TCGA-55-7725	TCGA-55-7726	TCGA-55-7903	TCGA-55-7910	TCGA-55-7911	TCGA-55-7914	TCGA-78-7163	TCGA-78-7540	TCGA-86-7711	TCGA-86-7713	TCGA-91-6835	TCGA-91-6836	TCGA-93-7348
hsa-let-7e-5p	10.7134506401131	10.628709073943924	11.444085895600745	11.000530819747695	11.3142490039471	9.870021471326	10.640295460726318	11.068169133665371	10.610713442892168	10.559946701487812	10.943750262517257	10.287396837443593	11.596978970048923	11.014822085943548	11.69500276268853	11.633885463213188	11.673946882329028	11.596827566942169	11.653634363897563	10.490087312204787	11.224009313053784	11.125246374137273	10.873562480046141	11.167190342704604	10.95166732357246	11.698015729389171	11.426800796331177	12.082999378152444	12.156897452209089	11.321527449187984	11.732624991657008	11.54541299433382	11.151261559610573	11.430122059774334	10.498085480096366	10.966454328914473	10.973204916974463	10.627186838235081	10.91448258161377	11.098940152835567	11.553145037855828	11.71449360513037	11.374710763702517	11.611180798706895	11.083637266254483	11.96078518760545
hsa-let-7f-1-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9469682622760442	1.9879639320846274	1.4416236154827304	1.9570781689586978	2.4846514262158266	2.1368416422639314	1.927619772084706	1.7530668145644877	2.111571181187085	2.272538159826931	2.0265425459689435	1.1796874117167546	1.3820396794757164	1.9290008972251296	1.8302243312704958	1.5040537687824158	1.5101913028696954	1.89464248562864	2.061068424464152	2.4329776516585215	2.205399293208658	1.2311699662745101	2.063006902766581	2.2863104915371943	2.3830456464192182	1.6861364374387764	2.1008144704094236	1.5216456057661831	1.6714969532704438	2.259082888090628	1.8606585710686163	2.0025447544977557	2.3646804366989347	1.8131845684365893	1.9851370989514505	1.56445758226385	2.630665671291268	2.192318576894624	1.3202782687012957
hsa-let-7f-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.008491516145849	1.3123072870889627	0.0	1.106414857705712	0.0	1.0926543934913264	0.5065415719868065	1.066391837957385	0.8721622840346314	0.2650404054754371	1.1062493190680884	1.426015579046665	1.102593820469688	0.0	0.3606356654298535	0.0	0.6263643928703759	0.9306233616027307	0.41575323465029834	0.28688518549923214	0.31127227160834664	0.881455595298799	0.7494232690718884	0.22479569243178413	0.7070433976678416	0.6824763284019958	0.7293595663534371	0.42246468162793144	1.1467455313361952	0.5896830731987885	1.3668343999908266	1.2650140471146993	0.7927895497545661	0.7986413144004993	0.24481118102055086	0.6665737695822409	0.8995774237297974	1.2258288187704083	0.15725695876589613
hsa-let-7f-5p	10.197359537459056	9.9773290880945	10.09790899447901	9.3613886815257	10.071354769481736	8.946469136175299	10.891048021359932	14.535403214298602	14.873354764789392	13.987187983636497	15.261674647080255	14.122031522901558	14.987990207563914	15.109037079226544	15.26976989759512	15.098426614266334	14.798406531518378	15.029836660809918	15.303257944622477	14.613975059258083	14.918236096729276	14.729608531974495	14.510380360210902	14.876036067962223	14.186353318849903	15.079432796788057	15.565843851320675	15.793353558686555	15.272320343237158	15.297409294079255	15.29740709247158	15.256669446829866	14.45877224653735	15.586495213661708	14.260476631613553	14.598802361672007	14.892166076987374	14.552757299146927	14.775654907135914	15.194198180026044	14.931456201971704	15.355748526684556	15.15386127942818	15.255550626684522	15.243064572469883	15.611368482664794
hsa-let-7g-3p	4.032096508739992	4.318285827078921	3.5426473732584114	4.867232336025968	3.7969130326490417	3.7060372120444356	4.053978223794145	4.379999493500703	2.3562877246499494	1.9487651851065528	3.304345240967539	3.3233848198447222	2.686337125410615	1.9798365343825943	2.158638427409669	2.9651959349480355	2.0090051141659426	2.4380977298521844	2.2617807308786806	2.293127521469178	1.2203699085219206	1.3572441872722874	1.8689068814389562	1.1349267017986944	2.6862980199922304	1.1170183603101727	1.7740121689301367	2.65480940843734	2.8544993484618097	2.7389851294831837	2.6770742514134405	2.6485712778168233	2.858090827611337	2.4867969233017146	1.6832018529472559	1.8762143431843878	2.535232594372876	2.3814978307279837	2.8904593663494436	2.556504592934638	2.555926661606448	3.101388665454503	2.4078579900906893	2.4709213401941827	2.6164615753328513	1.0260800615348975
hsa-let-7g-5p	7.2901986180047516	8.377720242273867	8.017046830720526	6.966025129187859	8.063827015044685	7.66118030770436	8.969325583152274	9.603753394058302	9.88632149215396	9.407106728439949	10.284424385178697	9.873804777749493	10.104057371001263	10.143716311417501	10.48309802178008	10.351926060154204	10.14692339154366	10.681650847001755	10.310455839478706	9.878331546294298	9.586079813260909	9.452766499409083	9.097597305225303	9.58824505028605	9.176894663506411	9.642800821267064	10.463853237269323	10.902319847119886	10.604654983006915	10.556988483560973	10.71543408096374	10.486185708653228	9.179113232799198	10.234247203645685	9.191402722156942	9.87280800598711	9.941879170988116	9.709712964434727	9.879598361952574	10.597663472946936	10.121583348008581	10.50788346037947	10.291084758383397	10.094740092903608	10.14285175233777	10.409454667895679
hsa-let-7i-3p	8.624242540918956	9.39887901237702	8.461699461322242	7.410403583986299	8.615706106552121	10.19641162118022	8.274503162416815	7.467943463594865	5.623292916265783	7.204126173657258	6.926167724875987	7.000685467381886	5.174425549202386	5.221695416098393	5.655949452633169	5.124348493505723	5.333623818967044	5.6044042807508685	4.69397636179364	5.791474517409861	4.933430509581664	4.798942090775689	5.582852785826424	4.000477149067388	6.049612415672251	5.2057232778451805	5.41212590962981	5.1665631958638585	5.151028957931391	6.189266126484737	6.1662521242620745	5.622854625055267	6.400454475707361	5.825339184343119	4.3856097810104355	5.289980198591527	5.884240214099393	5.338995218905099	6.868786930694354	5.3241788294763435	4.553339020687296	5.980460864561047	5.4161039441513665	5.064235339837652	5.4321336443853445	3.2512944651356497
hsa-let-7i-5p	7.0604751993774855	7.869186757650565	8.062470418704876	8.381981629432456	8.318209485566934	8.119783296718708	8.157484978931352	8.422788849930345	8.336390255151333	9.039403643174438	9.258267451137913	8.890793072945797	8.764989472860492	8.220391176911694	8.91148623192345	8.592985720366674	8.782796071185961	9.069499294734635	8.266976363797728	8.521525554499512	8.489360281791209	7.995328500923062	7.778273690008045	8.159830102962088	8.149772765131113	7.891592003313483	8.76509290876835	8.767014500719812	8.700037407421972	9.040558515137239	9.05288133972427	8.91188913016866	7.991237250561878	8.240976638397184	7.60549848313139	8.775083125367866	8.568667123426629	8.41148427977452	8.345900761576548	8.92295423443554	8.155331165711077	8.801966731081823	8.731420059384309	8.432444822591554	8.672513488433601	8.157130204553736
hsa-miR-1-3p	0.0	1.2348328601637069	0.0	1.2686308481757018	0.0	0.0	1.2744637729173016	4.995848223424109	5.942258739403973	5.819988221277488	5.321017335258437	5.635989536393061	5.654893829862872	6.182873164476925	5.048594487792947	5.497532678272693	5.717743430055632	6.132805807726081	5.775426401373957	5.379139588530211	6.200896824555242	4.769201257712648	5.392750707789711	6.089347314338686	5.242146784633554	5.766573865160995	6.188660378388917	5.2419401120969535	6.102564470978129	5.696467083850798	5.71685905879336	4.01604382334434	5.750264698675863	5.15581220054181	6.502182704540857	4.282062152747329	5.721205899490951	4.56272556817102	5.681397740723384	4.787186681845563	5.659466974516388	6.159089343762606	5.827651119537638	5.974635828875703	4.736724338651972	6.539417756779998
hsa-miR-1-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6526819251758128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26499358752277424	0.0	0.42246468162793144	0.0	0.0	0.0	0.0	0.31514921667144824	0.1989874604932469	0.24481118102055086	0.0	0.0	0.0	0.0
hsa-miR-100-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5796255301411617	0.0	0.6567706054140674	0.4518143436371801	0.2945850171763234	0.3566250426500078	0.7903212413782836	0.7349357751859129	0.8533400530246669	0.2535561431210257	0.882461451018579	0.29804926959978084	0.1988523595536372	0.3606356654298535	0.688966826895334	0.7245664814918065	0.0	0.0	0.28688518549923214	0.31127227160834664	0.5900892231020343	0.0	0.0	0.27598250308707584	0.4887837972188442	1.0679862257482686	0.22664120635521484	2.137368450696644	0.8134213973708188	0.6100828083133121	0.48639678680488835	0.7927895497545661	0.0	0.9446248861560831	0.6665737695822409	0.8995774237297974	0.2906009044981773	0.2990449138191675
hsa-miR-100-5p	10.553087049122206	11.562628873572773	11.190075255839991	11.7200398758124	11.359806589948356	11.349325687459	10.772576439932156	12.35407795501429	12.728170043132021	13.277434768094368	12.515466891180587	12.911029244530575	13.390551765194424	12.792778945638025	13.078426769507256	13.191625202198452	13.036266900001444	13.528548729833519	12.919662322311915	12.625810142066964	12.556783314356265	12.517076550602093	12.773617856781733	13.014677221461447	13.224942599214046	12.768457304602803	12.985974585984106	12.439655893468188	13.130665857884964	13.327172879325087	12.825935816763918	13.247607429455405	12.968126371322567	13.017981744696508	12.288630847731733	14.217088384920809	12.715365827257077	12.2720547904058	13.159822386335046	12.169443749857058	12.717871079431278	12.669808399101095	13.062256270266014	12.857290837045925	12.405552191478034	12.610375044636003
hsa-miR-101-3p	8.624242540918956	7.422452855090477	7.527248800406833	8.412138191373913	7.955542648188621	7.098020625691329	6.1831686446035246	15.20078133625519	14.361163379521066	12.46996022326794	14.91614387760409	14.346818554728255	14.182871851287038	13.941245023484655	14.380524464227774	15.013098681900395	13.931080378192286	14.964369412721	14.700925698484951	14.256523815154962	14.132533303052979	14.423574575999815	14.283648467554286	14.946895778844105	14.596525100617287	14.072310414637112	14.22642253984162	14.368393924792418	14.48248489436213	13.958257828467135	14.866681454740718	14.840807528284879	14.800932733225293	14.540811507049948	13.917985551165131	13.637543348441348	14.648954483349131	14.077511298571707	15.234943131890113	14.777120788021646	14.691016915495789	14.396683150277385	14.796347035499908	13.993793044985297	14.404803696898547	13.559872590037447
hsa-miR-101-5p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6152466795524796	3.233557091965584	1.4416236154827304	3.6606437786401727	3.474225780713696	3.1945845291530226	2.6294499135165332	2.566535529280653	3.4765024248527743	2.5459863778696756	2.9495296159247926	2.742813819084696	2.847191793430826	2.4806098208554777	2.395027878448998	1.8689068814389562	2.9115075709980682	2.7524552246602996	3.002503521849729	2.700458664225916	3.650588732587215	3.2100590275514715	2.637361004831912	3.752456280054706	3.3905064546938624	3.212080428177557	2.6965557918573477	2.3930564653466146	2.550052125616505	3.0999249600517014	1.8606585710686163	2.768428430825733	3.361393943422344	3.427726949021816	2.9713493201096863	3.4573421706357763	2.413485061531403	2.943825511696747	2.3307788935749247
hsa-miR-103a-2-5p	2.275003384730771	0.0	0.0	0.0	0.0	0.0	0.7736119239108157	0.5887426795995649	0.2201075653245425	0.0	0.5471928753749351	0.7953667928783217	0.0	0.18930400972419145	0.4486152979274564	0.0	0.4888639779156917	0.2535561431210257	0.27605528343805513	0.5449420199579046	0.0	0.3606356654298535	0.0	0.0	0.9306233616027307	0.41575323465029834	0.0	0.567158817822818	0.22459181924542543	0.7494232690718884	0.41924060009403186	0.7070433976678416	0.0	0.0	0.22664120635521484	0.0	0.32476229148364755	0.6100828083133121	0.0	0.31514921667144824	0.373826221315338	0.454044627086456	0.0	0.0	0.7393719315487325	0.42813646144978074
hsa-miR-103a-3p	11.99809213912288	12.749263670685494	12.681254139993253	13.396008129002826	13.474225684342727	12.975834161046334	12.582349718670656	13.884321669976014	13.966805260231306	14.494151767512845	14.232175682122222	14.080586073248949	14.331579118491865	14.285501041715818	14.635193009610491	14.049694263964996	14.14786328435199	14.066588689935381	14.072057691030288	14.043459162547348	13.618387932132844	13.27545928556049	13.331594022670775	13.484831069364063	13.983862510428182	13.594227087791854	14.476381292054153	13.928110818530426	13.97549277288613	14.385123817831335	14.098041585437214	14.489162503530709	13.380929906905399	13.392112982716565	13.643422606311985	14.095138629210576	14.240564723140245	14.62846162855411	13.52145469634016	14.699567091677656	13.691297292369052	13.969693986349967	14.251179756042687	14.183278211878187	14.520660498678167	13.954204911928745
hsa-miR-105-5p	0.0	2.3393148269592534	0.0	1.2686308481757018	0.0	0.0	3.6267557930026117	0.0	0.0	0.0	2.7581958135754716	0.24352241544965067	0.0	0.0	0.24167532085013085	0.0	0.8533400530246669	0.2535561431210257	0.27605528343805513	0.29804926959978084	0.0	0.6489099401000612	0.2678867536536741	0.0	0.0	0.0	0.0	0.0	0.0	0.7494232690718884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24481118102055086	0.0	0.0	0.0	0.15725695876589613
hsa-miR-106a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22401371099471512	0.2201075653245425	1.100423255291491	0.5471928753749351	0.0	0.0	0.0	0.24167532085013085	0.22166781378585407	0.0	0.0	0.27605528343805513	0.29804926959978084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22479569243178413	0.0	0.4887837972188442	0.0	0.0	0.0	0.0	0.0	0.0	0.31514921667144824	0.0	0.0	0.0	0.0	0.0	0.0
hsa-miR-106a-5p	0.0	0.0	0.0	3.0083865434534895	0.0	1.4444048007443626	0.0	3.6348880082353148	2.5310176964936297	2.3232592628088238	4.238254855943428	3.755295193188239	2.6346487446571567	2.596383383019105	3.6634985853437447	1.4118646508443282	2.73264946423764	3.3537210499402974	1.9035910499104833	2.847191793430826	2.275724828645565	1.7714325698169744	0.8609004085652334	2.091537409330932	1.7724199266397689	2.117678346481269	2.4905885371441507	2.205399293208658	2.557030600289932	2.583732026651646	4.0746342098244455	3.205066769702364	1.0058695813733427	1.7707490796756462	1.757666103781687	2.0554595738596477	2.0982695507993374	0.6100828083133121	2.204289155410069	3.1789744447275017	2.694216100793943	3.220669762686682	2.4078579900906893	1.4494498934116131	2.6164615753328513	2.2631663972360094
hsa-miR-106b-3p	10.019308113483113	9.555001536281411	9.89225974929477	9.584350850502256	9.976026886593754	10.209056183454079	9.630907033034745	8.34741067451621	6.608584134227297	7.204126173657258	8.657417016122416	7.634234675280064	7.265935494425418	6.96681068750911	7.660572326970408	6.846713187898472	7.709599466698243	7.3953689288233235	6.916232351934347	7.309734148154486	7.562108477872042	7.7490622313723865	7.202601219115773	7.25337669344367	8.098231913944021	7.52771344848506	6.917692639962975	6.583094344085651	7.007672433608509	7.011793962677869	7.630136982161558	7.725247501972164	7.8177294687581185	7.160950830364947	6.218906770744185	7.118174314632155	7.1014751830009395	6.980374300894091	7.806862219274287	7.153372151708967	7.012064112825525	7.550109383830578	7.415567408068706	6.535198607643508	6.865318920358636	6.251768878499777
hsa-miR-106b-5p	4.192189801217133	4.216922779315736	3.018295212018538	3.241225208734888	3.5544903242011725	3.884797337321156	3.856123628875637	8.902564628726841	7.981172220747659	7.285733563498329	10.048601192425231	8.550082252431428	7.6414641723239045	8.121443121648893	8.408686153358923	7.392981332508421	8.023175328811517	8.1212906014211	7.641318230240113	8.605520583017547	8.607219265511144	7.631046826145337	7.048798590432109	7.894401842943155	7.78514568449009	7.559990194840728	7.8470169805172825	7.409752535350103	7.499056442906196	7.722734055033908	8.456868573028848	8.228532479364096	7.643924783297729	7.764540389849136	7.320850192528695	7.275684771398622	7.3471838664849525	7.292769397985599	8.081263334923387	8.547073511228428	7.519630488523969	7.551532290305075	7.462760621624337	7.684365416500745	8.15064539053581	7.100557073472703
hsa-miR-107	4.336278999793419	5.331013044646905	4.400715922975038	5.122004777529497	4.958738445005866	5.280700804185676	4.9112755807832125	7.212541518365015	6.222548259099584	5.834524609854934	7.753700795939022	6.9607794789010615	6.647042025440354	6.168883474139962	7.49543167173616	6.5648292620569	6.726126125837433	6.793183837676483	6.229178332310663	6.4208602290964825	6.879584579110451	6.035801354575106	5.268430166606224	6.161250195795957	6.439247632955282	6.552294120395335	6.611784721922624	6.091352935448014	6.3959646699034485	6.462435909157316	6.73311486284781	7.008495291249486	6.090494107580614	5.785742612992101	5.178406865641712	6.355115496359371	6.0746011081269575	6.027116700148042	6.277609897152028	6.776662601802786	6.106068288986945	6.376990591463316	6.604620087319625	6.051953252656299	6.5690352426553815	5.8174769346357
hsa-miR-10a-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5098293094628898	1.9879639320846274	1.100423255291491	2.080206721972742	1.6810244575775193	1.603496549202953	2.0302291974322926	1.8290816631694853	1.6594912164858386	1.856669498396307	2.093024218453424	2.0576901820191	1.8173323976778843	1.6856146757111459	1.1877435568610903	1.5040537687824158	1.6163323279358615	2.616960649727264	0.7381106003824655	1.7740121689301367	1.4252498758858498	1.4246352076509678	1.0943719452169374	1.9509907662463861	1.3078532818079744	2.146564658171573	1.860610011328612	1.2393129965099865	0.5710995564477116	2.0982695507993374	1.6347731944877175	1.9284995668997735	1.8818774243392662	1.5472532165499708	1.3100500489124107	1.6569214882480796	2.1577157049766944	1.7885378645969128	1.0260800615348975
hsa-miR-10a-5p	11.37105322497197	11.331358206382639	12.169150125141236	11.995704761610126	11.721205180906207	11.906874301372731	13.265311630125453	14.075814497653019	14.688221032463689	15.287845006596472	14.00998735579119	14.031338746630109	14.527342739025304	15.008220375758603	14.726745870533504	14.52694132977119	14.478401745068894	14.80898082831779	14.58773582880208	14.491735624347605	13.911546451717388	14.548174452255534	14.501079508535337	14.355988703606227	15.282905894919068	14.608610272512108	14.968759372591526	14.223623851778695	14.31320858616847	14.159590835729203	14.622632986000562	14.532698419217304	14.808221065923519	14.697592462928375	14.370802536406496	13.757643784872736	14.684342562410608	14.878945171679872	14.633055855585006	14.003374432460355	14.726008991135076	14.226059709664188	14.775068656207173	14.799734351354422	14.512790857520631	14.371280426300238
hsa-miR-10b-3p	0.0	0.0	2.186198831636514	1.2686308481757018	1.6552783246247131	0.0	2.394312902958715	0.8796214552342864	1.2132312049948621	1.7173646409622965	2.193648070254353	1.3051166818409816	2.2782958803730833	2.754621210137411	1.401239382668965	0.9974622797291285	1.4931489326957896	2.093024218453424	1.426015579046665	1.2490721811580194	3.76146831549281	4.699954283985304	2.159864459170306	1.6163323279358615	2.7524552246602996	1.3236452636132796	0.0	0.973211401654525	1.2311699662745101	1.8970400259249198	1.9509907662463861	1.425753181282905	1.2698799332650537	1.572263418333522	1.6832018529472559	1.5571021088047239	0.32476229148364755	1.8606585710686163	1.8504474908873507	0.7927895497545661	0.7986413144004993	1.3100500489124107	1.1207485146524925	3.099849859419394	1.2258288187704083	0.42813646144978074
